Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
09/30/2020,02/01/2020,09/26/2020,South Dakota,Male,35-44 years,,115,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Male,45-54 years,10,172,16,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Male,50-64 years,27,494,50,14,,66,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Male,55-64 years,22,383,40,10,,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Male,65-74 years,20,600,54,10,,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Male,75-84 years,29,678,69,12,,89,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Male,85 years and over,34,718,63,18,,84,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Female,All Ages,108,"2,516",176,41,10,253,
09/30/2020,02/01/2020,09/26/2020,South Dakota,Female,Under 1 year,0,22,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,South Dakota,Female,0-17 years,0,34,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Female,1-4 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Female,5-14 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Female,15-24 years,,13,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Female,18-29 years,,22,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Female,25-34 years,0,28,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Female,30-49 years,,114,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Female,35-44 years,0,50,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Female,45-54 years,,106,10,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Female,50-64 years,18,323,36,12,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Female,55-64 years,14,264,29,11,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Female,65-74 years,17,405,33,,,47,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Female,75-84 years,19,557,37,,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Female,85 years and over,48,"1,061",60,15,,97,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,South Dakota,Unknown,All Ages,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,South Dakota,Unknown,Under 1 year,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,South Dakota,Unknown,0-17 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,South Dakota,Unknown,1-4 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,South Dakota,Unknown,5-14 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,South Dakota,Unknown,15-24 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,South Dakota,Unknown,18-29 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,South Dakota,Unknown,25-34 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,South Dakota,Unknown,30-49 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,South Dakota,Unknown,35-44 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,South Dakota,Unknown,45-54 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,South Dakota,Unknown,50-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,South Dakota,Unknown,55-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,South Dakota,Unknown,65-74 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,South Dakota,Unknown,75-84 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,South Dakota,Unknown,85 years and over,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Tennessee,All Sexes,All Ages,"2,202","52,899","4,351","1,046",134,"5,640",
09/30/2020,02/01/2020,09/26/2020,Tennessee,Male,All Ages,"1,244","27,818","2,385",614,66,"3,081",
09/30/2020,02/01/2020,09/26/2020,Tennessee,Male,Under 1 year,,201,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Tennessee,Male,0-17 years,,374,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Tennessee,Male,1-4 years,,43,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Tennessee,Male,5-14 years,0,61,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Tennessee,Male,15-24 years,,487,10,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Tennessee,Male,18-29 years,,884,20,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Tennessee,Male,25-34 years,13,"1,014",21,,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Tennessee,Male,30-49 years,77,"2,821",113,29,,165,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Tennessee,Male,35-44 years,37,"1,292",57,16,,80,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Tennessee,Male,45-54 years,70,"2,290",148,32,,192,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Tennessee,Male,50-64 years,249,"6,107",504,139,19,633,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Male,55-64 years,209,"4,798",402,117,14,508,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Male,65-74 years,309,"6,405",595,153,25,776,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Male,75-84 years,377,"6,645",685,182,12,892,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Male,85 years and over,226,"4,582",464,109,,585,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Tennessee,Female,All Ages,958,"25,081","1,966",432,68,"2,559",
09/30/2020,02/01/2020,09/26/2020,Tennessee,Female,Under 1 year,0,142,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Tennessee,Female,0-17 years,,237,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Tennessee,Female,1-4 years,,32,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Tennessee,Female,5-14 years,,30,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Tennessee,Female,15-24 years,,190,,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Tennessee,Female,18-29 years,,364,10,0,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Tennessee,Female,25-34 years,,479,10,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Tennessee,Female,30-49 years,46,"1,617",87,24,11,120,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Female,35-44 years,19,763,41,13,,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Tennessee,Female,45-54 years,52,"1,423",106,26,,140,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Tennessee,Female,50-64 years,166,"4,094",359,104,13,434,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Female,55-64 years,138,"3,253",293,88,11,354,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Female,65-74 years,207,"4,915",458,91,12,586,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Female,75-84 years,257,"6,094",551,117,18,708,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Female,85 years and over,275,"7,760",496,96,12,687,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Unknown,All Ages,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Unknown,Under 1 year,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Unknown,0-17 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Unknown,1-4 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Unknown,5-14 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Unknown,15-24 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Unknown,18-29 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Unknown,25-34 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Unknown,30-49 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Unknown,35-44 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Unknown,45-54 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Unknown,50-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Unknown,55-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Unknown,65-74 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Unknown,75-84 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Tennessee,Unknown,85 years and over,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Texas,All Sexes,All Ages,"15,950","155,322","16,866","8,110",364,"25,057",
09/30/2020,02/01/2020,09/26/2020,Texas,Male,All Ages,"9,309","83,541","9,533","4,774",176,"14,238",
09/30/2020,02/01/2020,09/26/2020,Texas,Male,Under 1 year,,672,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Texas,Male,0-17 years,11,"1,305",21,,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Texas,Male,1-4 years,,149,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Texas,Male,5-14 years,,213,,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Texas,Male,15-24 years,24,"1,586",43,11,0,56,
09/30/2020,02/01/2020,09/26/2020,Texas,Male,18-29 years,73,"2,573",98,36,,137,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Texas,Male,25-34 years,139,"2,624",133,67,,210,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Texas,Male,30-49 years,799,"7,714",608,367,16,"1,056",
09/30/2020,02/01/2020,09/26/2020,Texas,Male,35-44 years,344,"3,605",275,160,,465,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Texas,Male,45-54 years,896,"6,632",684,421,18,"1,177",
09/30/2020,02/01/2020,09/26/2020,Texas,Male,50-64 years,"2,256","17,811","2,049","1,118",49,"3,235",
09/30/2020,02/01/2020,09/26/2020,Texas,Male,55-64 years,"1,728","13,922","1,622",862,38,"2,525",
09/30/2020,02/01/2020,09/26/2020,Texas,Male,65-74 years,"2,413","18,974","2,500","1,313",35,"3,634",
09/30/2020,02/01/2020,09/26/2020,Texas,Male,75-84 years,"2,272","19,594","2,490","1,193",44,"3,610",
09/30/2020,02/01/2020,09/26/2020,Texas,Male,85 years and over,"1,485","15,570","1,767",746,26,"2,531",
09/30/2020,02/01/2020,09/26/2020,Texas,Female,All Ages,"6,641","71,777","7,333","3,336",188,"10,819",
09/30/2020,02/01/2020,09/26/2020,Texas,Female,Under 1 year,,538,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Texas,Female,0-17 years,10,918,16,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Texas,Female,1-4 years,,113,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Texas,Female,5-14 years,,159,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Texas,Female,15-24 years,20,545,17,,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Texas,Female,18-29 years,37,914,37,16,,63,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Texas,Female,25-34 years,57,"1,063",53,23,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Texas,Female,30-49 years,374,"4,072",371,180,24,588,
09/30/2020,02/01/2020,09/26/2020,Texas,Female,35-44 years,175,"1,905",179,80,14,287,
09/30/2020,02/01/2020,09/26/2020,Texas,Female,45-54 years,438,"3,853",443,230,21,672,
09/30/2020,02/01/2020,09/26/2020,Texas,Female,50-64 years,"1,215","10,865","1,339",659,45,"1,939",
09/30/2020,02/01/2020,09/26/2020,Texas,Female,55-64 years,942,"8,593","1,056",517,32,"1,512",
09/30/2020,02/01/2020,09/26/2020,Texas,Female,65-74 years,"1,505","13,520","1,629",789,43,"2,386",
09/30/2020,02/01/2020,09/26/2020,Texas,Female,75-84 years,"1,640","17,643","1,896",859,37,"2,711",
09/30/2020,02/01/2020,09/26/2020,Texas,Female,85 years and over,"1,860","23,845","2,045",830,31,"3,106",
09/30/2020,02/01/2020,09/26/2020,Texas,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Texas,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Texas,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Texas,Unknown,1-4 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Texas,Unknown,5-14 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Texas,Unknown,15-24 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Texas,Unknown,18-29 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Texas,Unknown,25-34 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Texas,Unknown,30-49 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Texas,Unknown,35-44 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Texas,Unknown,45-54 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Texas,Unknown,50-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Texas,Unknown,55-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Texas,Unknown,65-74 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Texas,Unknown,75-84 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Texas,Unknown,85 years and over,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Utah,All Sexes,All Ages,458,"13,676",785,163,40,"1,120",
09/30/2020,02/01/2020,09/26/2020,Utah,Male,All Ages,282,"7,186",447,113,27,643,
09/30/2020,02/01/2020,09/26/2020,Utah,Male,Under 1 year,0,90,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Male,0-17 years,0,158,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Male,1-4 years,0,17,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Utah,Male,5-14 years,0,25,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Male,15-24 years,,152,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Male,18-29 years,,223,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Male,25-34 years,,244,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Male,30-49 years,18,709,24,,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Male,35-44 years,10,346,12,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Male,45-54 years,22,485,28,12,,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Male,50-64 years,67,"1,216",87,36,10,128,
09/30/2020,02/01/2020,09/26/2020,Utah,Male,55-64 years,51,947,67,27,,98,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Male,65-74 years,67,"1,467",114,35,,149,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Male,75-84 years,73,"1,689",114,23,,170,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Male,85 years and over,54,"1,724",100,11,,147,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Female,All Ages,176,"6,490",338,50,13,477,
09/30/2020,02/01/2020,09/26/2020,Utah,Female,Under 1 year,0,76,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Female,0-17 years,0,121,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Female,1-4 years,0,10,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Utah,Female,5-14 years,0,20,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Utah,Female,15-24 years,,63,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Female,18-29 years,,104,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Female,25-34 years,,138,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Female,30-49 years,10,426,19,,,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Female,35-44 years,,220,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Female,45-54 years,10,290,15,,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Female,50-64 years,24,806,51,,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Female,55-64 years,17,640,42,,,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Female,65-74 years,38,"1,037",66,16,,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Female,75-84 years,46,"1,678",100,13,,136,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Female,85 years and over,57,"2,318",95,10,,144,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Utah,Unknown,All Ages,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Utah,Unknown,Under 1 year,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Utah,Unknown,0-17 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Utah,Unknown,1-4 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Utah,Unknown,5-14 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Utah,Unknown,15-24 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Utah,Unknown,18-29 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Utah,Unknown,25-34 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Utah,Unknown,30-49 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Utah,Unknown,35-44 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Utah,Unknown,45-54 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Utah,Unknown,50-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Utah,Unknown,55-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Utah,Unknown,65-74 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Utah,Unknown,75-84 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Utah,Unknown,85 years and over,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,All Sexes,All Ages,59,"3,980",189,14,16,250,
09/30/2020,02/01/2020,09/26/2020,Vermont,Male,All Ages,35,"2,077",112,12,10,145,
09/30/2020,02/01/2020,09/26/2020,Vermont,Male,Under 1 year,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Male,0-17 years,0,13,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Male,15-24 years,0,17,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Male,18-29 years,0,34,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Male,25-34 years,0,52,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Male,30-49 years,,151,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Male,35-44 years,,69,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Male,45-54 years,,128,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Male,50-64 years,,376,11,,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Male,55-64 years,,297,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Male,65-74 years,,431,19,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Male,75-84 years,16,521,37,,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Male,85 years and over,,551,42,,,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
